descDoenca,area_damaged,canker_lesion,crop_hist,date,external_decay,fruit_spots,fruiting_bodies,fruit_pods,germination,hail,int_discolor,leaf_malf,leaf_mild,leaf_shread,leafspots_halo,leafspot_size,leafspots_marg,leaves,lodging,mold_growth,mycelium,plant_growth,plant_stand,precip,roots,sclerotia,seed,seed_discolor,seed_size,seed_tmt,severity,shriveling,stem,stem_cankers,temp
brown-spot,whole-field,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,Brown,same-1st-yr,Agosto,Absent,Absent,Present,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,Brown,same-lst-sev-yrs,Agosto,Absent,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,upper-areas,dna,same-lst-two-yrs,Abril,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Norm,Absent,norm
brown-spot,scattered,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,lt-80%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
brown-spot,scattered,dna,same-1st-yr,Maio,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,Brown,same-1st-yr,Maio,Absent,Absent,Present,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,tan,same-lst-two-yrs,Julho,firm-and-dry,Absent,Present,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,severe,Absent,Abnorm,Absent,norm
brown-spot,low-areas,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
brown-spot,whole-field,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,dna,same-lst-two-yrs,Maio,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,Brown,same-1st-yr,Setembro,Absent,Absent,Present,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,upper-areas,Brown,same-lst-two-yrs,Agosto,Absent,Colored,Present,Norm,lt-80%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,Brown,same-1st-yr,Julho,Absent,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,whole-field,tan,same-lst-two-yrs,Agosto,firm-and-dry,Absent,Present,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,severe,Absent,Abnorm,Absent,norm
brown-spot,whole-field,dna,same-lst-two-yrs,Junho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,scattered,dna,diff-1st-year,Junho,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
brown-spot,low-areas,Brown,same-lst-sev-yrs,Julho,Absent,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,tan,same-lst-sev-yrs,Julho,firm-and-dry,Absent,Present,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,severe,Absent,Abnorm,Absent,norm
brown-spot,upper-areas,Brown,same-lst-two-yrs,Junho,Absent,Absent,Present,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,low-areas,dna,same-lst-sev-yrs,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
brown-spot,low-areas,Brown,same-lst-sev-yrs,Julho,Absent,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
brown-spot,whole-field,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,severe,Absent,Norm,Absent,norm
brown-spot,whole-field,tan,same-lst-sev-yrs,Setembro,firm-and-dry,Absent,Present,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,severe,Absent,Abnorm,Absent,norm
bacterial-blight,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,Present,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
bacterial-blight,whole-field,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,Present,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
bacterial-blight,scattered,dna,diff-1st-year,Junho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
bacterial-blight,upper-areas,dna,same-1st-yr,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
bacterial-blight,upper-areas,dna,same-lst-sev-yrs,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Present,Absent,Present,yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
bacterial-blight,low-areas,dna,same-lst-two-yrs,Julho,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,Present,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
bacterial-blight,scattered,dna,same-1st-yr,Julho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
bacterial-blight,whole-field,dna,diff-1st-year,Agosto,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,Present,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
bacterial-blight,low-areas,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
bacterial-blight,low-areas,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,lt-80%,No,None,Absent,Absent,Present,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
bacterial-pustule,upper-areas,dna,same-lst-two-yrs,Junho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,yellow-halos,lt-1/8,no-w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,galls-cysts,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,gt-norm
bacterial-pustule,whole-field,dna,same-lst-two-yrs,Julho,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,Present,no-yellow-halos,lt-1/8,no-w-s-marg,Abnorm,Yes,Present,Absent,Abnorm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,fungicida,pot-severe,Absent,Norm,Absent,lt-norm
bacterial-pustule,scattered,dna,diff-1st-year,Junho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,yellow-halos,lt-1/8,no-w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,lt-norm
bacterial-pustule,scattered,dna,same-lst-sev-yrs,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Present,Absent,Present,yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Rotted,Absent,Norm,Absent,lt-norm,none,pot-severe,Absent,Norm,Absent,norm
bacterial-pustule,low-areas,dna,same-1st-yr,Julho,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,Present,yellow-halos,lt-1/8,no-w-s-marg,Abnorm,Yes,Present,Absent,Norm,Normal,gt-normal,Rotted,Absent,Abnorm,Present,lt-norm,none,pot-severe,Absent,Norm,Absent,norm
bacterial-pustule,scattered,dna,same-lst-two-yrs,Julho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,lt-1/8,no-w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Rotted,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,lt-norm
bacterial-pustule,whole-field,dna,same-lst-two-yrs,Julho,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,Present,yellow-halos,lt-1/8,no-w-s-marg,Abnorm,Yes,Present,Absent,Abnorm,Normal,Normal,Norm,Absent,Abnorm,Present,lt-norm,none,Minor,Absent,Norm,Absent,norm
bacterial-pustule,upper-areas,dna,diff-1st-year,Julho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,yellow-halos,lt-1/8,no-w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Rotted,Absent,Norm,Absent,lt-norm,none,pot-severe,Absent,Norm,Absent,norm
bacterial-pustule,whole-field,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,Present,yellow-halos,lt-1/8,no-w-s-marg,Abnorm,Yes,Present,Absent,Norm,Normal,Normal,Norm,Absent,Abnorm,Present,lt-norm,none,Minor,Absent,Norm,Absent,norm
bacterial-pustule,scattered,dna,same-lst-two-yrs,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,yellow-halos,lt-1/8,no-w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Rotted,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
purple-seed-stain,upper-areas,tan,same-lst-two-yrs,Outubro,Absent,Colored,Absent,Diseased,90-100%,No,None,Absent,Absent,absent,absent,dna,dna,Norm,No,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Abnorm,Absent,lt-norm
purple-seed-stain,upper-areas,tan,same-lst-two-yrs,Outubro,Absent,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Absent,Abnorm,Absent,lt-norm
purple-seed-stain,low-areas,tan,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,lt-80%,No,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Absent,Norm,Absent,norm
purple-seed-stain,scattered,tan,diff-1st-year,Agosto,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,absent,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,No,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Norm,Absent,norm
purple-seed-stain,scattered,tan,diff-1st-year,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Norm,Absent,lt-norm
purple-seed-stain,upper-areas,tan,same-lst-two-yrs,Outubro,Absent,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Abnorm,Absent,gt-norm
purple-seed-stain,scattered,tan,diff-1st-year,Julho,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,absent,absent,dna,dna,Norm,No,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Norm,Absent,lt-norm
purple-seed-stain,whole-field,tan,same-lst-sev-yrs,Julho,Absent,Absent,Absent,Norm,80-89%,No,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Absent,Norm,Absent,norm
purple-seed-stain,low-areas,tan,same-1st-yr,Setembro,Absent,Colored,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,lt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,none,Minor,Absent,Abnorm,Absent,norm
purple-seed-stain,scattered,tan,diff-1st-year,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Absent,Abnorm,Absent,norm
anthracnose,whole-field,dk-brown-blk,same-lst-sev-yrs,Setembro,Absent,Brown-w/blk-specks,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Above-sec-nde,norm
anthracnose,upper-areas,Brown,same-lst-two-yrs,Setembro,firm-and-dry,Brown-w/blk-specks,Present,Diseased,lt-80%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,fungicida,Minor,Present,Abnorm,Above-sec-nde,gt-norm
anthracnose,low-areas,dk-brown-blk,same-1st-yr,Outubro,Absent,Brown-w/blk-specks,Present,Diseased,80-89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Absent,lt-norm,fungicida,pot-severe,Present,Abnorm,Above-sec-nde,norm
anthracnose,scattered,Brown,diff-1st-year,Junho,firm-and-dry,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-soil,gt-norm
anthracnose,whole-field,dk-brown-blk,same-lst-sev-yrs,Julho,firm-and-dry,Brown-w/blk-specks,Present,Diseased,90-100%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Present,Absent,Abnorm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
anthracnose,upper-areas,Brown,same-lst-two-yrs,Agosto,firm-and-dry,Brown-w/blk-specks,Present,Diseased,80-89%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,gt-norm
anthracnose,upper-areas,dk-brown-blk,same-lst-two-yrs,Outubro,Absent,Brown-w/blk-specks,Present,Diseased,80-89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Absent,lt-norm,none,pot-severe,Present,Abnorm,Above-sec-nde,norm
