descDoenca,area_damaged,canker_lesion,crop_hist,date,external_decay,fruit_spots,fruiting_bodies,fruit_pods,germination,hail,int_discolor,leaf_malf,leaf_mild,leaf_shread,leafspots_halo,leafspot_size,leafspots_marg,leaves,lodging,mold_growth,mycelium,plant_growth,plant_stand,precip,roots,sclerotia,seed,seed_discolor,seed_size,seed_tmt,severity,shriveling,stem,stem_cankers,temp
anthracnose,low-areas,dk-brown-blk,same-1st-yr,Maio,firm-and-dry,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Abnorm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,fungicida,pot-severe,Absent,Abnorm,Above-soil,norm
anthracnose,upper-areas,dk-brown-blk,same-lst-two-yrs,Outubro,Absent,Brown-w/blk-specks,Present,Diseased,80-89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,lt-norm,fungicida,pot-severe,Present,Abnorm,Above-sec-nde,norm
anthracnose,low-areas,dk-brown-blk,same-1st-yr,Setembro,firm-and-dry,Brown-w/blk-specks,Present,Diseased,lt-80%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Present,Absent,Abnorm,Normal,gt-normal,Norm,Absent,Abnorm,Present,Norm,Outros,pot-severe,Absent,Abnorm,Above-sec-nde,norm
anthracnose,whole-field,dk-brown-blk,same-lst-sev-yrs,Setembro,firm-and-dry,Brown-w/blk-specks,Present,Diseased,lt-80%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,No,Absent,Absent,Abnorm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
anthracnose,whole-field,dk-brown-blk,same-lst-sev-yrs,Abril,firm-and-dry,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Present,Absent,Abnorm,Normal,gt-normal,Norm,Absent,Abnorm,Absent,lt-norm,fungicida,pot-severe,Absent,Abnorm,Above-soil,norm
anthracnose,upper-areas,Brown,same-lst-two-yrs,Outubro,firm-and-dry,Brown-w/blk-specks,Present,Diseased,90-100%,Yes,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Abnorm,Normal,gt-normal,Norm,Absent,Abnorm,Present,lt-norm,none,Minor,Present,Abnorm,Above-sec-nde,norm
anthracnose,low-areas,dk-brown-blk,same-1st-yr,Setembro,Absent,Brown-w/blk-specks,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,lt-norm,none,pot-severe,Present,Abnorm,Above-sec-nde,norm
anthracnose,upper-areas,dk-brown-blk,same-lst-two-yrs,Setembro,Absent,Brown-w/blk-specks,Present,Diseased,lt-80%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
anthracnose,scattered,Brown,diff-1st-year,Outubro,firm-and-dry,Brown-w/blk-specks,Present,Diseased,80-89%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,gt-norm
anthracnose,low-areas,dk-brown-blk,same-1st-yr,Setembro,Absent,Brown-w/blk-specks,Present,Diseased,90-100%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,Normal,gt-normal,Norm,Absent,Abnorm,Absent,lt-norm,none,pot-severe,Present,Abnorm,Above-sec-nde,norm
anthracnose,whole-field,dk-brown-blk,same-lst-sev-yrs,Outubro,firm-and-dry,Brown-w/blk-specks,Present,Diseased,80-89%,No,None,Absent,Absent,absent,absent,dna,dna,Abnorm,No,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
anthracnose,whole-field,dk-brown-blk,same-lst-sev-yrs,Setembro,Absent,Brown-w/blk-specks,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,lt-norm,none,pot-severe,Present,Abnorm,Above-sec-nde,norm
anthracnose,upper-areas,dk-brown-blk,same-lst-two-yrs,Setembro,Absent,Brown-w/blk-specks,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,absent,dna,dna,Norm,Yes,Present,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Abnorm,Absent,lt-norm,fungicida,pot-severe,Present,Abnorm,Above-sec-nde,norm
phyllosticta-leaf-spot,upper-areas,dna,diff-1st-year,Julho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
phyllosticta-leaf-spot,upper-areas,dna,diff-1st-year,Julho,Absent,Absent,Absent,Norm,80-89%,No,None,Present,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
phyllosticta-leaf-spot,scattered,dna,diff-1st-year,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
phyllosticta-leaf-spot,scattered,dna,same-lst-two-yrs,Julho,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
phyllosticta-leaf-spot,upper-areas,dna,same-lst-sev-yrs,Julho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Present,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
phyllosticta-leaf-spot,whole-field,dna,diff-1st-year,Junho,Absent,Absent,Absent,Norm,lt-80%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Norm,Absent,norm
phyllosticta-leaf-spot,upper-areas,dna,same-lst-sev-yrs,Maio,Absent,Absent,Absent,Norm,80-89%,No,None,Present,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
phyllosticta-leaf-spot,upper-areas,dna,same-lst-two-yrs,Junho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Present,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
phyllosticta-leaf-spot,scattered,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,90-100%,No,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Abnorm,Normal,lt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
phyllosticta-leaf-spot,whole-field,dna,same-lst-sev-yrs,Junho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,low-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
alternarialeaf-spot,scattered,dna,diff-1st-year,Julho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Outubro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,upper-areas,dna,same-lst-two-yrs,Outubro,Absent,Absent,Absent,Norm,lt-80%,No,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Abnorm,Present,Norm,Outros,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Outubro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Outubro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,upper-areas,dna,same-lst-sev-yrs,Outubro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,whole-field,dna,same-lst-two-yrs,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,scattered,dna,same-lst-sev-yrs,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-1st-yr,Outubro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,upper-areas,dna,same-lst-two-yrs,Setembro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,scattered,dna,diff-1st-year,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,upper-areas,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-lst-two-yrs,Setembro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,upper-areas,dna,same-lst-sev-yrs,Outubro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,low-areas,dna,same-1st-yr,Outubro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,low-areas,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,low-areas,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,upper-areas,dna,same-lst-two-yrs,Outubro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,Normal,Norm,Absent,Abnorm,Present,Norm,Outros,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,upper-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-lst-two-yrs,Outubro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,whole-field,dna,diff-1st-year,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Agosto,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,whole-field,dna,same-lst-two-yrs,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,scattered,dna,diff-1st-year,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
alternarialeaf-spot,upper-areas,dna,same-1st-yr,Setembro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-1st-yr,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,low-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-lst-two-yrs,Outubro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,whole-field,dna,diff-1st-year,Setembro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,whole-field,dna,diff-1st-year,Outubro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-lst-two-yrs,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,scattered,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,upper-areas,dna,same-1st-yr,Outubro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
frog-eye-leaf-spot,whole-field,dk-brown-blk,same-lst-sev-yrs,Outubro,firm-and-dry,Brown-w/blk-specks,Present,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Abnorm,Absent,Norm,none,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
